antecedents,consequents,support,confidence,lift
"Desktop, Mouse, Printer","Flash Drive, Speakers",0.1,0.5,1.6666666666666667
"Mouse, Printer, Speakers","Desktop, Flash Drive",0.1,1.0,3.3333333333333335
"Desktop, Mouse, Speakers","Flash Drive, Printer",0.1,1.0,2.5
"Flash Drive, Printer, Speakers","Desktop, Mouse",0.1,0.5,1.6666666666666667
"Desktop, Flash Drive, Speakers","Mouse, Printer",0.1,1.0,5.0
"Desktop, Printer, Speakers","Flash Drive, Mouse",0.1,1.0,5.0
"Flash Drive, Mouse","Desktop, Printer, Speakers",0.1,0.5,5.0
"Mouse, Printer","Desktop, Flash Drive, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Desktop, Flash Drive, Printer",0.1,0.5,1.6666666666666667
"Printer, Speakers","Desktop, Flash Drive, Mouse",0.1,0.5,2.5
"Desktop, Speakers","Flash Drive, Mouse, Printer",0.1,1.0,5.0
"Desktop, Flash Drive, Mouse, Speakers",Laptop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Mouse",Speakers,0.1,0.5,1.0
"Flash Drive, Laptop, Mouse, Speakers",Desktop,0.1,1.0,2.0
"Desktop, Laptop, Mouse, Speakers",Flash Drive,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Speakers",Mouse,0.1,1.0,2.0
"Desktop, Flash Drive, Mouse","Laptop, Speakers",0.1,0.5,2.5
"Flash Drive, Mouse, Speakers","Desktop, Laptop",0.1,1.0,2.5
"Flash Drive, Laptop, Mouse","Desktop, Speakers",0.1,0.5,5.0
"Desktop, Mouse, Speakers","Flash Drive, Laptop",0.1,1.0,5.0
"Laptop, Mouse, Speakers","Desktop, Flash Drive",0.1,0.5,1.6666666666666667
"Desktop, Flash Drive, Speakers","Laptop, Mouse",0.1,1.0,2.5
"Desktop, Flash Drive, Laptop","Mouse, Speakers",0.1,0.5,2.5
"Flash Drive, Laptop, Speakers","Desktop, Mouse",0.1,1.0,3.3333333333333335
"Desktop, Laptop, Speakers","Flash Drive, Mouse",0.1,1.0,5.0
"Flash Drive, Mouse","Desktop, Laptop, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Desktop, Flash Drive, Laptop",0.1,0.5,2.5
"Flash Drive, Laptop","Desktop, Mouse, Speakers",0.1,0.5,5.0
"Desktop, Speakers","Flash Drive, Laptop, Mouse",0.1,1.0,5.0
"Laptop, Speakers","Desktop, Flash Drive, Mouse",0.1,0.5,2.5
"Desktop, Flash Drive, Printer, Speakers",Laptop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Printer",Speakers,0.1,0.5,1.0
"Flash Drive, Laptop, Printer, Speakers",Desktop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Speakers",Printer,0.1,1.0,2.0
"Desktop, Laptop, Printer, Speakers",Flash Drive,0.1,1.0,2.0
"Flash Drive, Printer, Speakers","Desktop, Laptop",0.1,0.5,1.25
"Flash Drive, Laptop, Printer","Desktop, Speakers",0.1,0.5,5.0
"Desktop, Flash Drive, Speakers","Laptop, Printer",0.1,1.0,3.3333333333333335
"Desktop, Flash Drive, Laptop","Printer, Speakers",0.1,0.5,2.5
"Flash Drive, Laptop, Speakers","Desktop, Printer",0.1,1.0,2.5
"Desktop, Printer, Speakers","Flash Drive, Laptop",0.1,1.0,5.0
"Laptop, Printer, Speakers","Desktop, Flash Drive",0.1,1.0,3.3333333333333335
"Desktop, Laptop, Speakers","Flash Drive, Printer",0.1,1.0,2.5
"Flash Drive, Laptop","Desktop, Printer, Speakers",0.1,0.5,5.0
"Printer, Speakers","Desktop, Flash Drive, Laptop",0.1,0.5,2.5
"Desktop, Speakers","Flash Drive, Laptop, Printer",0.1,1.0,5.0
"Laptop, Speakers","Desktop, Flash Drive, Printer",0.1,0.5,1.6666666666666667
"Desktop, Mouse, Printer, Speakers",Laptop,0.1,1.0,2.0
"Desktop, Laptop, Mouse, Printer",Speakers,0.1,0.5,1.0
"Laptop, Mouse, Printer, Speakers",Desktop,0.1,1.0,2.0
"Desktop, Laptop, Mouse, Speakers",Printer,0.1,1.0,2.0
"Desktop, Laptop, Printer, Speakers",Mouse,0.1,1.0,2.0
"Desktop, Mouse, Printer","Laptop, Speakers",0.1,0.5,2.5
"Mouse, Printer, Speakers","Desktop, Laptop",0.1,1.0,2.5
"Laptop, Mouse, Printer","Desktop, Speakers",0.1,0.5,5.0
"Desktop, Mouse, Speakers","Laptop, Printer",0.1,1.0,3.3333333333333335
"Laptop, Mouse, Speakers","Desktop, Printer",0.1,0.5,1.25
"Desktop, Printer, Speakers","Laptop, Mouse",0.1,1.0,2.5
"Laptop, Printer, Speakers","Desktop, Mouse",0.1,1.0,3.3333333333333335
"Desktop, Laptop, Speakers","Mouse, Printer",0.1,1.0,5.0
"Mouse, Printer","Desktop, Laptop, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Desktop, Laptop, Printer",0.1,0.5,1.6666666666666667
"Printer, Speakers","Desktop, Laptop, Mouse",0.1,0.5,1.6666666666666667
"Desktop, Speakers","Laptop, Mouse, Printer",0.1,1.0,5.0
"Laptop, Speakers","Desktop, Mouse, Printer",0.1,0.5,2.5
"Desktop, Flash Drive, Microsoft Office, Mouse, Printer",Speakers,0.1,1.0,2.0
"Flash Drive, Microsoft Office, Mouse, Printer, Speakers",Desktop,0.1,1.0,2.0
"Desktop, Flash Drive, Mouse, Printer, Speakers",Microsoft Office,0.1,1.0,2.0
"Desktop, Flash Drive, Microsoft Office, Mouse, Speakers",Printer,0.1,1.0,2.0
"Desktop, Microsoft Office, Mouse, Printer, Speakers",Flash Drive,0.1,1.0,2.0
"Desktop, Flash Drive, Microsoft Office, Printer, Speakers",Mouse,0.1,1.0,2.0
"Flash Drive, Microsoft Office, Mouse, Printer","Desktop, Speakers",0.1,1.0,10.0
"Desktop, Flash Drive, Mouse, Printer","Microsoft Office, Speakers",0.1,0.5,1.25
"Flash Drive, Mouse, Printer, Speakers","Desktop, Microsoft Office",0.1,1.0,5.0
"Desktop, Flash Drive, Microsoft Office, Mouse","Printer, Speakers",0.1,1.0,5.0
"Flash Drive, Microsoft Office, Mouse, Speakers","Desktop, Printer",0.1,1.0,2.5
"Desktop, Flash Drive, Mouse, Speakers","Microsoft Office, Printer",0.1,1.0,3.3333333333333335
"Desktop, Microsoft Office, Mouse, Printer","Flash Drive, Speakers",0.1,1.0,3.3333333333333335
"Microsoft Office, Mouse, Printer, Speakers","Desktop, Flash Drive",0.1,1.0,3.3333333333333335
"Desktop, Mouse, Printer, Speakers","Flash Drive, Microsoft Office",0.1,1.0,2.5
"Desktop, Microsoft Office, Mouse, Speakers","Flash Drive, Printer",0.1,1.0,2.5
"Desktop, Flash Drive, Microsoft Office, Printer","Mouse, Speakers",0.1,0.5,2.5
"Flash Drive, Microsoft Office, Printer, Speakers","Desktop, Mouse",0.1,0.5,1.6666666666666667
"Desktop, Flash Drive, Printer, Speakers","Microsoft Office, Mouse",0.1,1.0,5.0
"Desktop, Flash Drive, Microsoft Office, Speakers","Mouse, Printer",0.1,1.0,5.0
"Desktop, Microsoft Office, Printer, Speakers","Flash Drive, Mouse",0.1,1.0,5.0
"Flash Drive, Mouse, Printer","Desktop, Microsoft Office, Speakers",0.1,0.5,5.0
"Flash Drive, Microsoft Office, Mouse","Desktop, Printer, Speakers",0.1,1.0,10.0
"Desktop, Flash Drive, Mouse","Microsoft Office, Printer, Speakers",0.1,0.5,2.5
"Flash Drive, Mouse, Speakers","Desktop, Microsoft Office, Printer",0.1,1.0,5.0
"Microsoft Office, Mouse, Printer","Desktop, Flash Drive, Speakers",0.1,1.0,10.0
"Desktop, Mouse, Printer","Flash Drive, Microsoft Office, Speakers",0.1,0.5,1.6666666666666667
"Mouse, Printer, Speakers","Desktop, Flash Drive, Microsoft Office",0.1,1.0,5.0
"Desktop, Microsoft Office, Mouse","Flash Drive, Printer, Speakers",0.1,1.0,5.0
"Microsoft Office, Mouse, Speakers","Desktop, Flash Drive, Printer",0.1,0.5,1.6666666666666667
"Desktop, Mouse, Speakers","Flash Drive, Microsoft Office, Printer",0.1,1.0,3.3333333333333335
"Flash Drive, Printer, Speakers","Desktop, Microsoft Office, Mouse",0.1,0.5,5.0
"Desktop, Flash Drive, Microsoft Office","Mouse, Printer, Speakers",0.1,0.5,5.0
"Desktop, Flash Drive, Speakers","Microsoft Office, Mouse, Printer",0.1,1.0,10.0
"Desktop, Microsoft Office, Printer","Flash Drive, Mouse, Speakers",0.1,0.5,5.0
"Microsoft Office, Printer, Speakers","Desktop, Flash Drive, Mouse",0.1,0.5,2.5
"Desktop, Printer, Speakers","Flash Drive, Microsoft Office, Mouse",0.1,1.0,10.0
"Desktop, Microsoft Office, Speakers","Flash Drive, Mouse, Printer",0.1,1.0,5.0
"Flash Drive, Mouse","Desktop, Microsoft Office, Printer, Speakers",0.1,0.5,5.0
"Mouse, Printer","Desktop, Flash Drive, Microsoft Office, Speakers",0.1,0.5,5.0
"Microsoft Office, Mouse","Desktop, Flash Drive, Printer, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Desktop, Flash Drive, Microsoft Office, Printer",0.1,0.5,2.5
"Printer, Speakers","Desktop, Flash Drive, Microsoft Office, Mouse",0.1,0.5,5.0
"Desktop, Microsoft Office","Flash Drive, Mouse, Printer, Speakers",0.1,0.5,5.0
"Desktop, Speakers","Flash Drive, Microsoft Office, Mouse, Printer",0.1,1.0,10.0
"Desktop, Flash Drive, Microsoft Office, Mouse, Speakers",Laptop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Microsoft Office, Mouse",Speakers,0.1,1.0,2.0
"Flash Drive, Laptop, Microsoft Office, Mouse, Speakers",Desktop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Mouse, Speakers",Microsoft Office,0.1,1.0,2.0
"Desktop, Laptop, Microsoft Office, Mouse, Speakers",Flash Drive,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Microsoft Office, Speakers",Mouse,0.1,1.0,2.0
"Desktop, Flash Drive, Microsoft Office, Mouse","Laptop, Speakers",0.1,1.0,5.0
"Flash Drive, Microsoft Office, Mouse, Speakers","Desktop, Laptop",0.1,1.0,2.5
"Flash Drive, Laptop, Microsoft Office, Mouse","Desktop, Speakers",0.1,1.0,10.0
"Desktop, Flash Drive, Mouse, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"Desktop, Flash Drive, Laptop, Mouse","Microsoft Office, Speakers",0.1,0.5,1.25
"Flash Drive, Laptop, Mouse, Speakers","Desktop, Microsoft Office",0.1,1.0,5.0
"Desktop, Microsoft Office, Mouse, Speakers","Flash Drive, Laptop",0.1,1.0,5.0
"Desktop, Laptop, Microsoft Office, Mouse","Flash Drive, Speakers",0.1,1.0,3.3333333333333335
"Laptop, Microsoft Office, Mouse, Speakers","Desktop, Flash Drive",0.1,0.5,1.6666666666666667
"Desktop, Laptop, Mouse, Speakers","Flash Drive, Microsoft Office",0.1,1.0,2.5
"Desktop, Flash Drive, Microsoft Office, Speakers","Laptop, Mouse",0.1,1.0,2.5
"Desktop, Flash Drive, Laptop, Microsoft Office","Mouse, Speakers",0.1,1.0,5.0
"Flash Drive, Laptop, Microsoft Office, Speakers","Desktop, Mouse",0.1,1.0,3.3333333333333335
"Desktop, Flash Drive, Laptop, Speakers","Microsoft Office, Mouse",0.1,1.0,5.0
"Desktop, Laptop, Microsoft Office, Speakers","Flash Drive, Mouse",0.1,1.0,5.0
"Flash Drive, Microsoft Office, Mouse","Desktop, Laptop, Speakers",0.1,1.0,10.0
"Desktop, Flash Drive, Mouse","Laptop, Microsoft Office, Speakers",0.1,0.5,2.5
"Flash Drive, Mouse, Speakers","Desktop, Laptop, Microsoft Office",0.1,1.0,10.0
"Flash Drive, Laptop, Mouse","Desktop, Microsoft Office, Speakers",0.1,0.5,5.0
"Desktop, Microsoft Office, Mouse","Flash Drive, Laptop, Speakers",0.1,1.0,10.0
"Microsoft Office, Mouse, Speakers","Desktop, Flash Drive, Laptop",0.1,0.5,2.5
"Laptop, Microsoft Office, Mouse","Desktop, Flash Drive, Speakers",0.1,0.5,5.0
"Desktop, Mouse, Speakers","Flash Drive, Laptop, Microsoft Office",0.1,1.0,10.0
"Laptop, Mouse, Speakers","Desktop, Flash Drive, Microsoft Office",0.1,0.5,2.5
"Desktop, Flash Drive, Microsoft Office","Laptop, Mouse, Speakers",0.1,0.5,2.5
"Flash Drive, Laptop, Microsoft Office","Desktop, Mouse, Speakers",0.1,1.0,10.0
"Desktop, Flash Drive, Speakers","Laptop, Microsoft Office, Mouse",0.1,1.0,5.0
"Desktop, Flash Drive, Laptop","Microsoft Office, Mouse, Speakers",0.1,0.5,2.5
"Flash Drive, Laptop, Speakers","Desktop, Microsoft Office, Mouse",0.1,1.0,10.0
"Desktop, Microsoft Office, Speakers","Flash Drive, Laptop, Mouse",0.1,1.0,5.0
"Desktop, Laptop, Microsoft Office","Flash Drive, Mouse, Speakers",0.1,1.0,10.0
"Laptop, Microsoft Office, Speakers","Desktop, Flash Drive, Mouse",0.1,0.5,2.5
"Desktop, Laptop, Speakers","Flash Drive, Microsoft Office, Mouse",0.1,1.0,10.0
"Flash Drive, Mouse","Desktop, Laptop, Microsoft Office, Speakers",0.1,0.5,5.0
"Microsoft Office, Mouse","Desktop, Flash Drive, Laptop, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Desktop, Flash Drive, Laptop, Microsoft Office",0.1,0.5,5.0
"Flash Drive, Laptop","Desktop, Microsoft Office, Mouse, Speakers",0.1,0.5,5.0
"Desktop, Microsoft Office","Flash Drive, Laptop, Mouse, Speakers",0.1,0.5,5.0
"Laptop, Microsoft Office","Desktop, Flash Drive, Mouse, Speakers",0.1,0.5,5.0
"Desktop, Speakers","Flash Drive, Laptop, Microsoft Office, Mouse",0.1,1.0,10.0
"Laptop, Speakers","Desktop, Flash Drive, Microsoft Office, Mouse",0.1,0.5,5.0
"Desktop, Flash Drive, Microsoft Office, Printer, Speakers",Laptop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Microsoft Office, Printer",Speakers,0.1,1.0,2.0
"Flash Drive, Laptop, Microsoft Office, Printer, Speakers",Desktop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Printer, Speakers",Microsoft Office,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Microsoft Office, Speakers",Printer,0.1,1.0,2.0
"Desktop, Laptop, Microsoft Office, Printer, Speakers",Flash Drive,0.1,1.0,2.0
"Desktop, Flash Drive, Microsoft Office, Printer","Laptop, Speakers",0.1,0.5,2.5
"Flash Drive, Microsoft Office, Printer, Speakers","Desktop, Laptop",0.1,0.5,1.25
"Flash Drive, Laptop, Microsoft Office, Printer","Desktop, Speakers",0.1,1.0,10.0
"Desktop, Flash Drive, Printer, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"Desktop, Flash Drive, Laptop, Printer","Microsoft Office, Speakers",0.1,0.5,1.25
"Flash Drive, Laptop, Printer, Speakers","Desktop, Microsoft Office",0.1,1.0,5.0
"Desktop, Flash Drive, Microsoft Office, Speakers","Laptop, Printer",0.1,1.0,3.3333333333333335
"Desktop, Flash Drive, Laptop, Microsoft Office","Printer, Speakers",0.1,1.0,5.0
"Flash Drive, Laptop, Microsoft Office, Speakers","Desktop, Printer",0.1,1.0,2.5
"Desktop, Flash Drive, Laptop, Speakers","Microsoft Office, Printer",0.1,1.0,3.3333333333333335
"Desktop, Microsoft Office, Printer, Speakers","Flash Drive, Laptop",0.1,1.0,5.0
"Desktop, Laptop, Microsoft Office, Printer","Flash Drive, Speakers",0.1,1.0,3.3333333333333335
"Laptop, Microsoft Office, Printer, Speakers","Desktop, Flash Drive",0.1,1.0,3.3333333333333335
"Desktop, Laptop, Printer, Speakers","Flash Drive, Microsoft Office",0.1,1.0,2.5
"Desktop, Laptop, Microsoft Office, Speakers","Flash Drive, Printer",0.1,1.0,2.5
"Flash Drive, Printer, Speakers","Desktop, Laptop, Microsoft Office",0.1,0.5,5.0
"Flash Drive, Laptop, Printer","Desktop, Microsoft Office, Speakers",0.1,0.5,5.0
"Desktop, Flash Drive, Microsoft Office","Laptop, Printer, Speakers",0.1,0.5,5.0
"Flash Drive, Laptop, Microsoft Office","Desktop, Printer, Speakers",0.1,1.0,10.0
"Desktop, Flash Drive, Speakers","Laptop, Microsoft Office, Printer",0.1,1.0,10.0
"Desktop, Flash Drive, Laptop","Microsoft Office, Printer, Speakers",0.1,0.5,2.5
"Flash Drive, Laptop, Speakers","Desktop, Microsoft Office, Printer",0.1,1.0,5.0
"Desktop, Microsoft Office, Printer","Flash Drive, Laptop, Speakers",0.1,0.5,5.0
"Microsoft Office, Printer, Speakers","Desktop, Flash Drive, Laptop",0.1,0.5,2.5
"Laptop, Microsoft Office, Printer","Desktop, Flash Drive, Speakers",0.1,1.0,10.0
"Desktop, Printer, Speakers","Flash Drive, Laptop, Microsoft Office",0.1,1.0,10.0
"Laptop, Printer, Speakers","Desktop, Flash Drive, Microsoft Office",0.1,1.0,5.0
"Desktop, Microsoft Office, Speakers","Flash Drive, Laptop, Printer",0.1,1.0,5.0
"Desktop, Laptop, Microsoft Office","Flash Drive, Printer, Speakers",0.1,1.0,5.0
"Laptop, Microsoft Office, Speakers","Desktop, Flash Drive, Printer",0.1,0.5,1.6666666666666667
"Desktop, Laptop, Speakers","Flash Drive, Microsoft Office, Printer",0.1,1.0,3.3333333333333335
"Flash Drive, Laptop","Desktop, Microsoft Office, Printer, Speakers",0.1,0.5,5.0
"Printer, Speakers","Desktop, Flash Drive, Laptop, Microsoft Office",0.1,0.5,5.0
"Desktop, Microsoft Office","Flash Drive, Laptop, Printer, Speakers",0.1,0.5,5.0
"Laptop, Microsoft Office","Desktop, Flash Drive, Printer, Speakers",0.1,0.5,5.0
"Desktop, Speakers","Flash Drive, Laptop, Microsoft Office, Printer",0.1,1.0,10.0
"Laptop, Speakers","Desktop, Flash Drive, Microsoft Office, Printer",0.1,0.5,2.5
"Desktop, Microsoft Office, Mouse, Printer, Speakers",Laptop,0.1,1.0,2.0
"Desktop, Laptop, Microsoft Office, Mouse, Printer",Speakers,0.1,1.0,2.0
"Laptop, Microsoft Office, Mouse, Printer, Speakers",Desktop,0.1,1.0,2.0
"Desktop, Laptop, Mouse, Printer, Speakers",Microsoft Office,0.1,1.0,2.0
"Desktop, Laptop, Microsoft Office, Mouse, Speakers",Printer,0.1,1.0,2.0
"Desktop, Laptop, Microsoft Office, Printer, Speakers",Mouse,0.1,1.0,2.0
"Desktop, Microsoft Office, Mouse, Printer","Laptop, Speakers",0.1,1.0,5.0
"Microsoft Office, Mouse, Printer, Speakers","Desktop, Laptop",0.1,1.0,2.5
"Laptop, Microsoft Office, Mouse, Printer","Desktop, Speakers",0.1,1.0,10.0
"Desktop, Mouse, Printer, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"Desktop, Laptop, Mouse, Printer","Microsoft Office, Speakers",0.1,0.5,1.25
"Laptop, Mouse, Printer, Speakers","Desktop, Microsoft Office",0.1,1.0,5.0
"Desktop, Microsoft Office, Mouse, Speakers","Laptop, Printer",0.1,1.0,3.3333333333333335
"Desktop, Laptop, Microsoft Office, Mouse","Printer, Speakers",0.1,1.0,5.0
"Laptop, Microsoft Office, Mouse, Speakers","Desktop, Printer",0.1,0.5,1.25
"Desktop, Laptop, Mouse, Speakers","Microsoft Office, Printer",0.1,1.0,3.3333333333333335
"Desktop, Microsoft Office, Printer, Speakers","Laptop, Mouse",0.1,1.0,2.5
"Desktop, Laptop, Microsoft Office, Printer","Mouse, Speakers",0.1,1.0,5.0
"Laptop, Microsoft Office, Printer, Speakers","Desktop, Mouse",0.1,1.0,3.3333333333333335
"Desktop, Laptop, Printer, Speakers","Microsoft Office, Mouse",0.1,1.0,5.0
"Desktop, Laptop, Microsoft Office, Speakers","Mouse, Printer",0.1,1.0,5.0
"Microsoft Office, Mouse, Printer","Desktop, Laptop, Speakers",0.1,1.0,10.0
"Desktop, Mouse, Printer","Laptop, Microsoft Office, Speakers",0.1,0.5,2.5
"Mouse, Printer, Speakers","Desktop, Laptop, Microsoft Office",0.1,1.0,10.0
"Laptop, Mouse, Printer","Desktop, Microsoft Office, Speakers",0.1,0.5,5.0
"Desktop, Microsoft Office, Mouse","Laptop, Printer, Speakers",0.1,1.0,10.0
"Microsoft Office, Mouse, Speakers","Desktop, Laptop, Printer",0.1,0.5,1.6666666666666667
"Laptop, Microsoft Office, Mouse","Desktop, Printer, Speakers",0.1,0.5,5.0
"Desktop, Mouse, Speakers","Laptop, Microsoft Office, Printer",0.1,1.0,10.0
"Laptop, Mouse, Speakers","Desktop, Microsoft Office, Printer",0.1,0.5,2.5
"Desktop, Microsoft Office, Printer","Laptop, Mouse, Speakers",0.1,0.5,2.5
"Microsoft Office, Printer, Speakers","Desktop, Laptop, Mouse",0.1,0.5,1.6666666666666667
"Laptop, Microsoft Office, Printer","Desktop, Mouse, Speakers",0.1,1.0,10.0
"Desktop, Printer, Speakers","Laptop, Microsoft Office, Mouse",0.1,1.0,5.0
"Laptop, Printer, Speakers","Desktop, Microsoft Office, Mouse",0.1,1.0,10.0
"Desktop, Microsoft Office, Speakers","Laptop, Mouse, Printer",0.1,1.0,5.0
"Desktop, Laptop, Microsoft Office","Mouse, Printer, Speakers",0.1,1.0,10.0
"Laptop, Microsoft Office, Speakers","Desktop, Mouse, Printer",0.1,0.5,2.5
"Desktop, Laptop, Speakers","Microsoft Office, Mouse, Printer",0.1,1.0,10.0
"Mouse, Printer","Desktop, Laptop, Microsoft Office, Speakers",0.1,0.5,5.0
"Microsoft Office, Mouse","Desktop, Laptop, Printer, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Desktop, Laptop, Microsoft Office, Printer",0.1,0.5,5.0
"Printer, Speakers","Desktop, Laptop, Microsoft Office, Mouse",0.1,0.5,5.0
"Desktop, Microsoft Office","Laptop, Mouse, Printer, Speakers",0.1,0.5,5.0
"Laptop, Microsoft Office","Desktop, Mouse, Printer, Speakers",0.1,0.5,5.0
"Desktop, Speakers","Laptop, Microsoft Office, Mouse, Printer",0.1,1.0,10.0
"Laptop, Speakers","Desktop, Microsoft Office, Mouse, Printer",0.1,0.5,5.0
"Desktop, Flash Drive, Mouse, Printer, Speakers",Laptop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Mouse, Printer",Speakers,0.1,0.5,1.0
"Flash Drive, Laptop, Mouse, Printer, Speakers",Desktop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Mouse, Speakers",Printer,0.1,1.0,2.0
"Desktop, Laptop, Mouse, Printer, Speakers",Flash Drive,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Printer, Speakers",Mouse,0.1,1.0,2.0
"Desktop, Flash Drive, Mouse, Printer","Laptop, Speakers",0.1,0.5,2.5
"Flash Drive, Mouse, Printer, Speakers","Desktop, Laptop",0.1,1.0,2.5
"Flash Drive, Laptop, Mouse, Printer","Desktop, Speakers",0.1,0.5,5.0
"Desktop, Flash Drive, Mouse, Speakers","Laptop, Printer",0.1,1.0,3.3333333333333335
"Desktop, Flash Drive, Laptop, Mouse","Printer, Speakers",0.1,0.5,2.5
"Flash Drive, Laptop, Mouse, Speakers","Desktop, Printer",0.1,1.0,2.5
"Desktop, Mouse, Printer, Speakers","Flash Drive, Laptop",0.1,1.0,5.0
"Desktop, Laptop, Mouse, Printer","Flash Drive, Speakers",0.1,0.5,1.6666666666666667
"Laptop, Mouse, Printer, Speakers","Desktop, Flash Drive",0.1,1.0,3.3333333333333335
"Desktop, Laptop, Mouse, Speakers","Flash Drive, Printer",0.1,1.0,2.5
"Desktop, Flash Drive, Printer, Speakers","Laptop, Mouse",0.1,1.0,2.5
"Desktop, Flash Drive, Laptop, Printer","Mouse, Speakers",0.1,0.5,2.5
"Flash Drive, Laptop, Printer, Speakers","Desktop, Mouse",0.1,1.0,3.3333333333333335
"Desktop, Flash Drive, Laptop, Speakers","Mouse, Printer",0.1,1.0,5.0
"Desktop, Laptop, Printer, Speakers","Flash Drive, Mouse",0.1,1.0,5.0
"Flash Drive, Mouse, Printer","Desktop, Laptop, Speakers",0.1,0.5,5.0
"Desktop, Flash Drive, Mouse","Laptop, Printer, Speakers",0.1,0.5,5.0
"Flash Drive, Mouse, Speakers","Desktop, Laptop, Printer",0.1,1.0,3.3333333333333335
"Flash Drive, Laptop, Mouse","Desktop, Printer, Speakers",0.1,0.5,5.0
"Desktop, Mouse, Printer","Flash Drive, Laptop, Speakers",0.1,0.5,5.0
"Mouse, Printer, Speakers","Desktop, Flash Drive, Laptop",0.1,1.0,5.0
"Laptop, Mouse, Printer","Desktop, Flash Drive, Speakers",0.1,0.5,5.0
"Desktop, Mouse, Speakers","Flash Drive, Laptop, Printer",0.1,1.0,5.0
"Laptop, Mouse, Speakers","Desktop, Flash Drive, Printer",0.1,0.5,1.6666666666666667
"Flash Drive, Printer, Speakers","Desktop, Laptop, Mouse",0.1,0.5,1.6666666666666667
"Flash Drive, Laptop, Printer","Desktop, Mouse, Speakers",0.1,0.5,5.0
"Desktop, Flash Drive, Speakers","Laptop, Mouse, Printer",0.1,1.0,5.0
"Desktop, Flash Drive, Laptop","Mouse, Printer, Speakers",0.1,0.5,5.0
"Flash Drive, Laptop, Speakers","Desktop, Mouse, Printer",0.1,1.0,5.0
"Desktop, Printer, Speakers","Flash Drive, Laptop, Mouse",0.1,1.0,5.0
"Laptop, Printer, Speakers","Desktop, Flash Drive, Mouse",0.1,1.0,5.0
"Desktop, Laptop, Speakers","Flash Drive, Mouse, Printer",0.1,1.0,5.0
"Flash Drive, Mouse","Desktop, Laptop, Printer, Speakers",0.1,0.5,5.0
"Mouse, Printer","Desktop, Flash Drive, Laptop, Speakers",0.1,0.5,5.0
"Mouse, Speakers","Desktop, Flash Drive, Laptop, Printer",0.1,0.5,2.5
"Flash Drive, Laptop","Desktop, Mouse, Printer, Speakers",0.1,0.5,5.0
"Printer, Speakers","Desktop, Flash Drive, Laptop, Mouse",0.1,0.5,2.5
"Desktop, Speakers","Flash Drive, Laptop, Mouse, Printer",0.1,1.0,5.0
"Laptop, Speakers","Desktop, Flash Drive, Mouse, Printer",0.1,0.5,2.5
"Desktop, Flash Drive, Microsoft Office, Mouse, Printer, Speakers",Laptop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Microsoft Office, Mouse, Printer",Speakers,0.1,1.0,2.0
"Flash Drive, Laptop, Microsoft Office, Mouse, Printer, Speakers",Desktop,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Mouse, Printer, Speakers",Microsoft Office,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Microsoft Office, Mouse, Speakers",Printer,0.1,1.0,2.0
"Desktop, Laptop, Microsoft Office, Mouse, Printer, Speakers",Flash Drive,0.1,1.0,2.0
"Desktop, Flash Drive, Laptop, Microsoft Office, Printer, Speakers",Mouse,0.1,1.0,2.0
"Desktop, Flash Drive, Microsoft Office, Mouse, Printer","Laptop, Speakers",0.1,1.0,5.0
"Flash Drive, Microsoft Office, Mouse, Printer, Speakers","Desktop, Laptop",0.1,1.0,2.5
"Flash Drive, Laptop, Microsoft Office, Mouse, Printer","Desktop, Speakers",0.1,1.0,10.0
"Desktop, Flash Drive, Mouse, Printer, Speakers","Laptop, Microsoft Office",0.1,1.0,5.0
"Desktop, Flash Drive, Laptop, Mouse, Printer","Microsoft Office, Speakers",0.1,0.5,1.25
"Flash Drive, Laptop, Mouse, Printer, Speakers","Desktop, Microsoft Office",0.1,1.0,5.0
"Desktop, Flash Drive, Microsoft Office, Mouse, Speakers","Laptop, Printer",0.1,1.0,3.3333333333333335
