Itemset,support
"Android Programming: The Big Nerd Ranch, C++ Programming in Easy Steps, Effective Java (2nd Edition), Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"Android Programming: The Big Nerd Ranch, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Java For Dummies, Java: The Complete Reference",0.1
"Android Programming: The Big Nerd Ranch, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java For Dummies, Java: The Complete Reference",0.1
"Beginning Programming with Java, C++ Programming in Easy Steps, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Head First Java 2nd Edition",0.1
"Beginning Programming with Java, C++ Programming in Easy Steps, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Java 8 Pocket Guide",0.1
"Beginning Programming with Java, C++ Programming in Easy Steps, Effective Java (2nd Edition), Head First Java 2nd Edition, Java 8 Pocket Guide",0.2
"Beginning Programming with Java, C++ Programming in Easy Steps, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"Beginning Programming with Java, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"Beginning Programming with Java, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java For Dummies, Java: The Complete Reference",0.1
"C++ Programming in Easy Steps, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"A Beginner’s Guide, Android Programming: The Big Nerd Ranch, Beginning Programming with Java, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java For Dummies",0.1
"A Beginner’s Guide, Android Programming: The Big Nerd Ranch, Beginning Programming with Java, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java: The Complete Reference",0.1
"A Beginner’s Guide, Android Programming: The Big Nerd Ranch, Beginning Programming with Java, HTML and CSS: Design and Build Websites, Java For Dummies, Java: The Complete Reference",0.1
"A Beginner’s Guide, Android Programming: The Big Nerd Ranch, Beginning Programming with Java, Head First Java 2nd Edition, Java For Dummies, Java: The Complete Reference",0.1
"A Beginner’s Guide, Android Programming: The Big Nerd Ranch, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Java For Dummies, Java: The Complete Reference",0.1
"A Beginner’s Guide, Android Programming: The Big Nerd Ranch, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java For Dummies, Java: The Complete Reference",0.1
"A Beginner’s Guide, Beginning Programming with Java, C++ Programming in Easy Steps, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Head First Java 2nd Edition",0.1
"A Beginner’s Guide, Beginning Programming with Java, C++ Programming in Easy Steps, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Java 8 Pocket Guide",0.1
"A Beginner’s Guide, Beginning Programming with Java, C++ Programming in Easy Steps, Effective Java (2nd Edition), Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"A Beginner’s Guide, Beginning Programming with Java, C++ Programming in Easy Steps, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"A Beginner’s Guide, Beginning Programming with Java, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"A Beginner’s Guide, Beginning Programming with Java, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java For Dummies, Java: The Complete Reference",0.1
"A Beginner’s Guide, C++ Programming in Easy Steps, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"Android Programming: The Big Nerd Ranch, Beginning Programming with Java, C++ Programming in Easy Steps, Effective Java (2nd Edition), Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"Android Programming: The Big Nerd Ranch, Beginning Programming with Java, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java For Dummies, Java: The Complete Reference",0.1
"Beginning Programming with Java, C++ Programming in Easy Steps, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
"A Beginner’s Guide, Android Programming: The Big Nerd Ranch, Beginning Programming with Java, HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java For Dummies, Java: The Complete Reference",0.1
"A Beginner’s Guide, Beginning Programming with Java, C++ Programming in Easy Steps, Effective Java (2nd Edition), HTML and CSS: Design and Build Websites, Head First Java 2nd Edition, Java 8 Pocket Guide",0.1
