antecedents,consequents,support,confidence,lift
"Gloves, Track Pants, Training Shirt","Running Shoes, Shorts, Sweatshirt",0.1,0.5,5.0
"Gloves, Shorts, Track Pants","Running Shoes, Sweatshirt, Training Shirt",0.1,0.5,5.0
"Sweatshirt, Track Pants, Training Shirt","Gloves, Running Shoes, Shorts",0.1,0.5,5.0
"Shorts, Sweatshirt, Track Pants","Gloves, Running Shoes, Training Shirt",0.1,0.5,5.0
"Shorts, Track Pants, Training Shirt","Gloves, Running Shoes, Sweatshirt",0.1,0.5,5.0
"Gloves, Running Shoes, Sweatshirt","Shorts, Track Pants, Training Shirt",0.1,1.0,5.0
"Gloves, Running Shoes, Training Shirt","Shorts, Sweatshirt, Track Pants",0.1,1.0,5.0
"Gloves, Running Shoes, Shorts","Sweatshirt, Track Pants, Training Shirt",0.1,1.0,5.0
"Running Shoes, Sweatshirt, Training Shirt","Gloves, Shorts, Track Pants",0.1,1.0,5.0
"Running Shoes, Shorts, Sweatshirt","Gloves, Track Pants, Training Shirt",0.1,1.0,5.0
"Running Shoes, Shorts, Training Shirt","Gloves, Sweatshirt, Track Pants",0.1,0.5,1.6666666666666667
"Gloves, Sweatshirt, Training Shirt","Running Shoes, Shorts, Track Pants",0.1,0.5,5.0
"Gloves, Shorts, Training Shirt","Running Shoes, Sweatshirt, Track Pants",0.1,0.5,5.0
"Running Shoes, Track Pants","Gloves, Shorts, Sweatshirt, Training Shirt",0.1,0.5,2.5
"Track Pants, Training Shirt","Gloves, Running Shoes, Shorts, Sweatshirt",0.1,0.5,5.0
"Shorts, Track Pants","Gloves, Running Shoes, Sweatshirt, Training Shirt",0.1,0.5,5.0
"Gloves, Running Shoes","Shorts, Sweatshirt, Track Pants, Training Shirt",0.1,0.5,2.5
"Running Shoes, Sweatshirt","Gloves, Shorts, Track Pants, Training Shirt",0.1,1.0,5.0
"Running Shoes, Shorts","Gloves, Sweatshirt, Track Pants, Training Shirt",0.1,0.5,2.5
"Gloves, Training Shirt","Running Shoes, Shorts, Sweatshirt, Track Pants",0.1,0.5,5.0
"Gloves, Running Shoes",Track Pants,0.2,1.0,2.0
"Running Shoes, Track Pants",Gloves,0.2,1.0,2.0
"Gloves, Track Pants",Running Shoes,0.2,0.5,1.0
Running Shoes,"Gloves, Track Pants",0.2,0.4,1.0
Gloves,"Running Shoes, Track Pants",0.2,0.4,2.0
Track Pants,"Gloves, Running Shoes",0.2,0.4,2.0
"Running Shoes, Shorts",Gloves,0.1,0.5,1.0
"Gloves, Running Shoes",Shorts,0.1,0.5,1.0
"Running Shoes, Sweatshirt",Gloves,0.1,1.0,2.0
"Gloves, Running Shoes",Sweatshirt,0.1,0.5,1.0
"Hoodie, Running Shoes",Gloves,0.1,0.5,1.0
"Gloves, Running Shoes",Hoodie,0.1,0.5,1.0
"Gloves, Running Shoes, Shorts",Track Pants,0.1,1.0,2.0
"Running Shoes, Shorts, Track Pants",Gloves,0.1,1.0,2.0
"Gloves, Shorts, Track Pants",Running Shoes,0.1,0.5,1.0
"Gloves, Running Shoes, Track Pants",Shorts,0.1,0.5,1.0
"Running Shoes, Shorts","Gloves, Track Pants",0.1,0.5,1.25
"Shorts, Track Pants","Gloves, Running Shoes",0.1,0.5,2.5
"Gloves, Running Shoes","Shorts, Track Pants",0.1,0.5,2.5
"Running Shoes, Track Pants","Gloves, Shorts",0.1,0.5,1.6666666666666667
"Running Shoes, Shorts, Sweatshirt",Gloves,0.1,1.0,2.0
"Gloves, Running Shoes, Sweatshirt",Shorts,0.1,1.0,2.0
"Gloves, Running Shoes, Shorts",Sweatshirt,0.1,1.0,2.0
"Running Shoes, Sweatshirt","Gloves, Shorts",0.1,1.0,3.3333333333333335
"Running Shoes, Shorts","Gloves, Sweatshirt",0.1,0.5,1.25
"Gloves, Running Shoes","Shorts, Sweatshirt",0.1,0.5,1.25
"Gloves, Running Shoes, Sweatshirt",Track Pants,0.1,1.0,2.0
"Running Shoes, Sweatshirt, Track Pants",Gloves,0.1,1.0,2.0
"Gloves, Running Shoes, Track Pants",Sweatshirt,0.1,0.5,1.0
"Running Shoes, Sweatshirt","Gloves, Track Pants",0.1,1.0,2.5
"Gloves, Running Shoes","Sweatshirt, Track Pants",0.1,0.5,1.6666666666666667
"Running Shoes, Track Pants","Gloves, Sweatshirt",0.1,0.5,1.25
"Gloves, Running Shoes, Sweatshirt, Track Pants",Shorts,0.1,1.0,2.0
"Gloves, Running Shoes, Shorts, Track Pants",Sweatshirt,0.1,1.0,2.0
"Running Shoes, Shorts, Sweatshirt, Track Pants",Gloves,0.1,1.0,2.0
"Gloves, Shorts, Sweatshirt, Track Pants",Running Shoes,0.1,0.5,1.0
"Gloves, Running Shoes, Shorts, Sweatshirt",Track Pants,0.1,1.0,2.0
"Gloves, Running Shoes, Track Pants","Shorts, Sweatshirt",0.1,0.5,1.25
"Running Shoes, Sweatshirt, Track Pants","Gloves, Shorts",0.1,1.0,3.3333333333333335
"Running Shoes, Shorts, Track Pants","Gloves, Sweatshirt",0.1,1.0,2.5
"Gloves, Shorts, Track Pants","Running Shoes, Sweatshirt",0.1,0.5,5.0
"Shorts, Sweatshirt, Track Pants","Gloves, Running Shoes",0.1,0.5,2.5
"Gloves, Running Shoes, Sweatshirt","Shorts, Track Pants",0.1,1.0,5.0
"Gloves, Running Shoes, Shorts","Sweatshirt, Track Pants",0.1,1.0,3.3333333333333335
"Running Shoes, Shorts, Sweatshirt","Gloves, Track Pants",0.1,1.0,2.5
"Running Shoes, Track Pants","Gloves, Shorts, Sweatshirt",0.1,0.5,1.6666666666666667
"Shorts, Track Pants","Gloves, Running Shoes, Sweatshirt",0.1,0.5,5.0
"Gloves, Running Shoes","Shorts, Sweatshirt, Track Pants",0.1,0.5,2.5
"Running Shoes, Sweatshirt","Gloves, Shorts, Track Pants",0.1,1.0,5.0
"Running Shoes, Shorts","Gloves, Sweatshirt, Track Pants",0.1,0.5,1.6666666666666667
"Gloves, Hoodie, Running Shoes",Track Pants,0.1,1.0,2.0
"Hoodie, Running Shoes, Track Pants",Gloves,0.1,1.0,2.0
"Gloves, Running Shoes, Track Pants",Hoodie,0.1,0.5,1.0
"Hoodie, Running Shoes","Gloves, Track Pants",0.1,0.5,1.25
"Gloves, Running Shoes","Hoodie, Track Pants",0.1,0.5,1.25
"Running Shoes, Track Pants","Gloves, Hoodie",0.1,0.5,1.6666666666666667
"Gloves, Soccer Shoes",Socks,0.1,1.0,2.0
"Gloves, Socks",Soccer Shoes,0.1,0.5,1.0
"Gloves, Soccer Shoes",Running Shoes,0.1,1.0,2.0
"Gloves, Running Shoes",Soccer Shoes,0.1,0.5,1.0
"Gloves, Soccer Shoes",Hoodie,0.1,1.0,2.0
"Gloves, Soccer Shoes",Track Pants,0.1,1.0,2.0
"Soccer Shoes, Track Pants",Gloves,0.1,0.5,1.0
"Gloves, Running Shoes, Soccer Shoes",Socks,0.1,1.0,2.0
"Gloves, Soccer Shoes, Socks",Running Shoes,0.1,1.0,2.0
"Gloves, Running Shoes, Socks",Soccer Shoes,0.1,1.0,2.0
"Gloves, Soccer Shoes","Running Shoes, Socks",0.1,1.0,3.3333333333333335
"Gloves, Running Shoes","Soccer Shoes, Socks",0.1,0.5,1.25
"Gloves, Socks","Running Shoes, Soccer Shoes",0.1,0.5,1.25
"Gloves, Hoodie, Soccer Shoes",Socks,0.1,1.0,2.0
"Gloves, Hoodie, Socks",Soccer Shoes,0.1,0.5,1.0
"Gloves, Soccer Shoes, Socks",Hoodie,0.1,1.0,2.0
"Gloves, Soccer Shoes","Hoodie, Socks",0.1,1.0,2.5
"Gloves, Socks","Hoodie, Soccer Shoes",0.1,0.5,1.6666666666666667
"Gloves, Soccer Shoes, Track Pants",Socks,0.1,1.0,2.0
"Gloves, Soccer Shoes, Socks",Track Pants,0.1,1.0,2.0
"Soccer Shoes, Socks, Track Pants",Gloves,0.1,0.5,1.0
"Gloves, Socks, Track Pants",Soccer Shoes,0.1,0.5,1.0
"Gloves, Soccer Shoes","Socks, Track Pants",0.1,1.0,3.3333333333333335
"Soccer Shoes, Track Pants","Gloves, Socks",0.1,0.5,2.5
"Gloves, Socks","Soccer Shoes, Track Pants",0.1,0.5,2.5
"Gloves, Hoodie, Soccer Shoes",Running Shoes,0.1,1.0,2.0
"Hoodie, Running Shoes, Soccer Shoes",Gloves,0.1,0.5,1.0
"Gloves, Hoodie, Running Shoes",Soccer Shoes,0.1,1.0,2.0
"Gloves, Running Shoes, Soccer Shoes",Hoodie,0.1,1.0,2.0
"Hoodie, Running Shoes","Gloves, Soccer Shoes",0.1,0.5,5.0
"Gloves, Soccer Shoes","Hoodie, Running Shoes",0.1,1.0,5.0
"Gloves, Running Shoes","Hoodie, Soccer Shoes",0.1,0.5,1.6666666666666667
"Gloves, Running Shoes, Soccer Shoes",Track Pants,0.1,1.0,2.0
"Running Shoes, Soccer Shoes, Track Pants",Gloves,0.1,1.0,2.0
"Gloves, Soccer Shoes, Track Pants",Running Shoes,0.1,1.0,2.0
"Gloves, Running Shoes, Track Pants",Soccer Shoes,0.1,0.5,1.0
"Gloves, Soccer Shoes","Running Shoes, Track Pants",0.1,1.0,5.0
"Soccer Shoes, Track Pants","Gloves, Running Shoes",0.1,0.5,2.5
"Gloves, Running Shoes","Soccer Shoes, Track Pants",0.1,0.5,2.5
"Running Shoes, Track Pants","Gloves, Soccer Shoes",0.1,0.5,5.0
"Gloves, Hoodie, Soccer Shoes",Track Pants,0.1,1.0,2.0
"Hoodie, Soccer Shoes, Track Pants",Gloves,0.1,0.5,1.0
"Gloves, Soccer Shoes, Track Pants",Hoodie,0.1,1.0,2.0
"Gloves, Soccer Shoes","Hoodie, Track Pants",0.1,1.0,2.5
"Soccer Shoes, Track Pants","Gloves, Hoodie",0.1,0.5,1.6666666666666667
"Hoodie, Running Shoes, Soccer Shoes, Socks",Gloves,0.1,0.5,1.0
"Gloves, Hoodie, Running Shoes, Soccer Shoes",Socks,0.1,1.0,2.0
"Gloves, Running Shoes, Soccer Shoes, Socks",Hoodie,0.1,1.0,2.0
"Gloves, Hoodie, Soccer Shoes, Socks",Running Shoes,0.1,1.0,2.0
"Gloves, Hoodie, Running Shoes, Socks",Soccer Shoes,0.1,1.0,2.0
"Hoodie, Running Shoes, Soccer Shoes","Gloves, Socks",0.1,0.5,2.5
"Gloves, Running Shoes, Soccer Shoes","Hoodie, Socks",0.1,1.0,2.5
"Gloves, Hoodie, Soccer Shoes","Running Shoes, Socks",0.1,1.0,3.3333333333333335
"Gloves, Soccer Shoes, Socks","Hoodie, Running Shoes",0.1,1.0,5.0
"Hoodie, Running Shoes, Socks","Gloves, Soccer Shoes",0.1,0.5,5.0
"Gloves, Hoodie, Running Shoes","Soccer Shoes, Socks",0.1,1.0,2.5
"Gloves, Running Shoes, Socks","Hoodie, Soccer Shoes",0.1,1.0,3.3333333333333335
"Gloves, Hoodie, Socks","Running Shoes, Soccer Shoes",0.1,0.5,1.25
"Gloves, Soccer Shoes","Hoodie, Running Shoes, Socks",0.1,1.0,5.0
"Hoodie, Running Shoes","Gloves, Soccer Shoes, Socks",0.1,0.5,5.0
"Gloves, Running Shoes","Hoodie, Soccer Shoes, Socks",0.1,0.5,1.6666666666666667
"Gloves, Socks","Hoodie, Running Shoes, Soccer Shoes",0.1,0.5,2.5
"Running Shoes, Soccer Shoes, Socks, Track Pants",Gloves,0.1,1.0,2.0
"Gloves, Running Shoes, Soccer Shoes, Track Pants",Socks,0.1,1.0,2.0
"Gloves, Soccer Shoes, Socks, Track Pants",Running Shoes,0.1,1.0,2.0
"Gloves, Running Shoes, Soccer Shoes, Socks",Track Pants,0.1,1.0,2.0
"Gloves, Running Shoes, Socks, Track Pants",Soccer Shoes,0.1,1.0,2.0
"Running Shoes, Soccer Shoes, Track Pants","Gloves, Socks",0.1,1.0,5.0
"Soccer Shoes, Socks, Track Pants","Gloves, Running Shoes",0.1,0.5,2.5
"Gloves, Soccer Shoes, Track Pants","Running Shoes, Socks",0.1,1.0,3.3333333333333335
"Gloves, Running Shoes, Soccer Shoes","Socks, Track Pants",0.1,1.0,3.3333333333333335
"Gloves, Soccer Shoes, Socks","Running Shoes, Track Pants",0.1,1.0,5.0
"Running Shoes, Socks, Track Pants","Gloves, Soccer Shoes",0.1,1.0,10.0
"Gloves, Running Shoes, Track Pants","Soccer Shoes, Socks",0.1,0.5,1.25
"Gloves, Socks, Track Pants","Running Shoes, Soccer Shoes",0.1,0.5,1.25
"Gloves, Running Shoes, Socks","Soccer Shoes, Track Pants",0.1,1.0,5.0
"Soccer Shoes, Track Pants","Gloves, Running Shoes, Socks",0.1,0.5,5.0
"Gloves, Soccer Shoes","Running Shoes, Socks, Track Pants",0.1,1.0,10.0
"Running Shoes, Track Pants","Gloves, Soccer Shoes, Socks",0.1,0.5,5.0
"Gloves, Running Shoes","Soccer Shoes, Socks, Track Pants",0.1,0.5,2.5
"Gloves, Socks","Running Shoes, Soccer Shoes, Track Pants",0.1,0.5,5.0
"Hoodie, Soccer Shoes, Socks, Track Pants",Gloves,0.1,0.5,1.0
"Gloves, Hoodie, Soccer Shoes, Track Pants",Socks,0.1,1.0,2.0
"Gloves, Soccer Shoes, Socks, Track Pants",Hoodie,0.1,1.0,2.0
"Gloves, Hoodie, Soccer Shoes, Socks",Track Pants,0.1,1.0,2.0
"Gloves, Hoodie, Socks, Track Pants",Soccer Shoes,0.1,0.5,1.0
"Hoodie, Soccer Shoes, Track Pants","Gloves, Socks",0.1,0.5,2.5
"Soccer Shoes, Socks, Track Pants","Gloves, Hoodie",0.1,0.5,1.6666666666666667
"Gloves, Soccer Shoes, Track Pants","Hoodie, Socks",0.1,1.0,2.5
"Gloves, Hoodie, Soccer Shoes","Socks, Track Pants",0.1,1.0,3.3333333333333335
"Gloves, Soccer Shoes, Socks","Hoodie, Track Pants",0.1,1.0,2.5
"Gloves, Socks, Track Pants","Hoodie, Soccer Shoes",0.1,0.5,1.6666666666666667
"Gloves, Hoodie, Socks","Soccer Shoes, Track Pants",0.1,0.5,2.5
"Soccer Shoes, Track Pants","Gloves, Hoodie, Socks",0.1,0.5,2.5
"Gloves, Soccer Shoes","Hoodie, Socks, Track Pants",0.1,1.0,3.3333333333333335
"Gloves, Socks","Hoodie, Soccer Shoes, Track Pants",0.1,0.5,2.5
"Hoodie, Running Shoes, Soccer Shoes, Track Pants",Gloves,0.1,1.0,2.0
"Gloves, Running Shoes, Soccer Shoes, Track Pants",Hoodie,0.1,1.0,2.0
"Gloves, Hoodie, Soccer Shoes, Track Pants",Running Shoes,0.1,1.0,2.0
"Gloves, Hoodie, Running Shoes, Soccer Shoes",Track Pants,0.1,1.0,2.0
"Gloves, Hoodie, Running Shoes, Track Pants",Soccer Shoes,0.1,1.0,2.0
"Running Shoes, Soccer Shoes, Track Pants","Gloves, Hoodie",0.1,1.0,3.3333333333333335
"Hoodie, Soccer Shoes, Track Pants","Gloves, Running Shoes",0.1,0.5,2.5
"Gloves, Soccer Shoes, Track Pants","Hoodie, Running Shoes",0.1,1.0,5.0
"Hoodie, Running Shoes, Soccer Shoes","Gloves, Track Pants",0.1,0.5,1.25
"Gloves, Running Shoes, Soccer Shoes","Hoodie, Track Pants",0.1,1.0,2.5
"Gloves, Hoodie, Soccer Shoes","Running Shoes, Track Pants",0.1,1.0,5.0
"Hoodie, Running Shoes, Track Pants","Gloves, Soccer Shoes",0.1,1.0,10.0
"Gloves, Running Shoes, Track Pants","Hoodie, Soccer Shoes",0.1,0.5,1.6666666666666667
"Gloves, Hoodie, Running Shoes","Soccer Shoes, Track Pants",0.1,1.0,5.0
"Soccer Shoes, Track Pants","Gloves, Hoodie, Running Shoes",0.1,0.5,5.0
"Gloves, Soccer Shoes","Hoodie, Running Shoes, Track Pants",0.1,1.0,10.0
"Running Shoes, Track Pants","Gloves, Hoodie, Soccer Shoes",0.1,0.5,5.0
"Hoodie, Running Shoes","Gloves, Soccer Shoes, Track Pants",0.1,0.5,5.0
"Gloves, Running Shoes","Hoodie, Soccer Shoes, Track Pants",0.1,0.5,2.5
"Hoodie, Running Shoes, Soccer Shoes, Socks, Track Pants",Gloves,0.1,1.0,2.0
"Gloves, Hoodie, Running Shoes, Soccer Shoes, Track Pants",Socks,0.1,1.0,2.0
"Gloves, Running Shoes, Soccer Shoes, Socks, Track Pants",Hoodie,0.1,1.0,2.0
"Gloves, Hoodie, Soccer Shoes, Socks, Track Pants",Running Shoes,0.1,1.0,2.0
"Gloves, Hoodie, Running Shoes, Soccer Shoes, Socks",Track Pants,0.1,1.0,2.0
"Gloves, Hoodie, Running Shoes, Socks, Track Pants",Soccer Shoes,0.1,1.0,2.0
"Hoodie, Running Shoes, Soccer Shoes, Track Pants","Gloves, Socks",0.1,1.0,5.0
"Running Shoes, Soccer Shoes, Socks, Track Pants","Gloves, Hoodie",0.1,1.0,3.3333333333333335
"Gloves, Running Shoes, Soccer Shoes, Track Pants","Hoodie, Socks",0.1,1.0,2.5
"Hoodie, Soccer Shoes, Socks, Track Pants","Gloves, Running Shoes",0.1,0.5,2.5
"Gloves, Hoodie, Soccer Shoes, Track Pants","Running Shoes, Socks",0.1,1.0,3.3333333333333335
"Gloves, Soccer Shoes, Socks, Track Pants","Hoodie, Running Shoes",0.1,1.0,5.0
"Hoodie, Running Shoes, Soccer Shoes, Socks","Gloves, Track Pants",0.1,0.5,1.25
"Gloves, Hoodie, Running Shoes, Soccer Shoes","Socks, Track Pants",0.1,1.0,3.3333333333333335
"Gloves, Running Shoes, Soccer Shoes, Socks","Hoodie, Track Pants",0.1,1.0,2.5
"Gloves, Hoodie, Soccer Shoes, Socks","Running Shoes, Track Pants",0.1,1.0,5.0
"Hoodie, Running Shoes, Socks, Track Pants","Gloves, Soccer Shoes",0.1,1.0,10.0
"Gloves, Hoodie, Running Shoes, Track Pants","Soccer Shoes, Socks",0.1,1.0,2.5
"Gloves, Running Shoes, Socks, Track Pants","Hoodie, Soccer Shoes",0.1,1.0,3.3333333333333335
"Gloves, Hoodie, Socks, Track Pants","Running Shoes, Soccer Shoes",0.1,0.5,1.25
"Gloves, Hoodie, Running Shoes, Socks","Soccer Shoes, Track Pants",0.1,1.0,5.0
"Running Shoes, Soccer Shoes, Track Pants","Gloves, Hoodie, Socks",0.1,1.0,5.0
"Hoodie, Soccer Shoes, Track Pants","Gloves, Running Shoes, Socks",0.1,0.5,5.0
"Soccer Shoes, Socks, Track Pants","Gloves, Hoodie, Running Shoes",0.1,0.5,5.0
"Gloves, Soccer Shoes, Track Pants","Hoodie, Running Shoes, Socks",0.1,1.0,5.0
"Hoodie, Running Shoes, Soccer Shoes","Gloves, Socks, Track Pants",0.1,0.5,2.5
"Gloves, Running Shoes, Soccer Shoes","Hoodie, Socks, Track Pants",0.1,1.0,3.3333333333333335
"Gloves, Hoodie, Soccer Shoes","Running Shoes, Socks, Track Pants",0.1,1.0,10.0
"Gloves, Soccer Shoes, Socks","Hoodie, Running Shoes, Track Pants",0.1,1.0,10.0
"Hoodie, Running Shoes, Track Pants","Gloves, Soccer Shoes, Socks",0.1,1.0,10.0
"Running Shoes, Socks, Track Pants","Gloves, Hoodie, Soccer Shoes",0.1,1.0,10.0
"Gloves, Running Shoes, Track Pants","Hoodie, Soccer Shoes, Socks",0.1,0.5,1.6666666666666667
"Gloves, Socks, Track Pants","Hoodie, Running Shoes, Soccer Shoes",0.1,0.5,2.5
"Hoodie, Running Shoes, Socks","Gloves, Soccer Shoes, Track Pants",0.1,0.5,5.0
"Gloves, Hoodie, Running Shoes","Soccer Shoes, Socks, Track Pants",0.1,1.0,5.0
"Gloves, Running Shoes, Socks","Hoodie, Soccer Shoes, Track Pants",0.1,1.0,5.0
"Gloves, Hoodie, Socks","Running Shoes, Soccer Shoes, Track Pants",0.1,0.5,5.0
"Soccer Shoes, Track Pants","Gloves, Hoodie, Running Shoes, Socks",0.1,0.5,5.0
"Gloves, Soccer Shoes","Hoodie, Running Shoes, Socks, Track Pants",0.1,1.0,10.0
"Running Shoes, Track Pants","Gloves, Hoodie, Soccer Shoes, Socks",0.1,0.5,5.0
"Hoodie, Running Shoes","Gloves, Soccer Shoes, Socks, Track Pants",0.1,0.5,5.0
"Gloves, Running Shoes","Hoodie, Soccer Shoes, Socks, Track Pants",0.1,0.5,2.5
"Gloves, Socks","Hoodie, Running Shoes, Soccer Shoes, Track Pants",0.1,0.5,5.0
Sweatshirt,Shorts,0.4,0.8,1.6
Shorts,Sweatshirt,0.4,0.8,1.6
Training Shirt,Shorts,0.4,0.8,1.6
Shorts,Training Shirt,0.4,0.8,1.6
Shorts,Track Pants,0.2,0.4,0.8
Track Pants,Shorts,0.2,0.4,0.8
"Sweatshirt, Training Shirt",Shorts,0.3,1.0,2.0
"Shorts, Sweatshirt",Training Shirt,0.3,0.7499999999999999,1.4999999999999998
"Shorts, Training Shirt",Sweatshirt,0.3,0.7499999999999999,1.4999999999999998
Sweatshirt,"Shorts, Training Shirt",0.3,0.6,1.4999999999999998
Training Shirt,"Shorts, Sweatshirt",0.3,0.6,1.4999999999999998
Shorts,"Sweatshirt, Training Shirt",0.3,0.6,2.0
"Shorts, Training Shirt",Track Pants,0.2,0.5,1.0
"Track Pants, Training Shirt",Shorts,0.2,1.0,2.0
"Shorts, Track Pants",Training Shirt,0.2,1.0,2.0
Training Shirt,"Shorts, Track Pants",0.2,0.4,2.0
Shorts,"Track Pants, Training Shirt",0.2,0.4,2.0
Track Pants,"Shorts, Training Shirt",0.2,0.4,1.0
"Shorts, Sweatshirt",Track Pants,0.2,0.5,1.0
"Sweatshirt, Track Pants",Shorts,0.2,0.6666666666666667,1.3333333333333335
"Shorts, Track Pants",Sweatshirt,0.2,1.0,2.0
Sweatshirt,"Shorts, Track Pants",0.2,0.4,2.0
Shorts,"Sweatshirt, Track Pants",0.2,0.4,1.3333333333333335
Track Pants,"Shorts, Sweatshirt",0.2,0.4,1.0
"Shorts, Sweatshirt, Training Shirt",Track Pants,0.2,0.6666666666666667,1.3333333333333335
"Sweatshirt, Track Pants, Training Shirt",Shorts,0.2,1.0,2.0
"Shorts, Sweatshirt, Track Pants",Training Shirt,0.2,1.0,2.0
"Shorts, Track Pants, Training Shirt",Sweatshirt,0.2,1.0,2.0
"Sweatshirt, Training Shirt","Shorts, Track Pants",0.2,0.6666666666666667,3.3333333333333335
"Shorts, Sweatshirt","Track Pants, Training Shirt",0.2,0.5,2.5
"Sweatshirt, Track Pants","Shorts, Training Shirt",0.2,0.6666666666666667,1.6666666666666667
"Shorts, Training Shirt","Sweatshirt, Track Pants",0.2,0.5,1.6666666666666667
"Track Pants, Training Shirt","Shorts, Sweatshirt",0.2,1.0,2.5
"Shorts, Track Pants","Sweatshirt, Training Shirt",0.2,1.0,3.3333333333333335
Sweatshirt,"Shorts, Track Pants, Training Shirt",0.2,0.4,2.0
Training Shirt,"Shorts, Sweatshirt, Track Pants",0.2,0.4,2.0
Shorts,"Sweatshirt, Track Pants, Training Shirt",0.2,0.4,2.0
Track Pants,"Shorts, Sweatshirt, Training Shirt",0.2,0.4,1.3333333333333335
"Soccer Shoes, Training Shirt",Shorts,0.1,0.5,1.0
"Shorts, Soccer Shoes",Training Shirt,0.1,1.0,2.0
Cap,Running Shoes,0.4,0.8,1.6
Running Shoes,Cap,0.4,0.8,1.6
Cap,Training Shirt,0.4,0.8,1.6
Training Shirt,Cap,0.4,0.8,1.6
Cap,Shorts,0.3,0.6,1.2
Shorts,Cap,0.3,0.6,1.2
Cap,Gloves,0.2,0.4,0.8
Gloves,Cap,0.2,0.4,0.8
Sweatshirt,Cap,0.2,0.4,0.8
Cap,Sweatshirt,0.2,0.4,0.8
Cap,Track Pants,0.2,0.4,0.8
Track Pants,Cap,0.2,0.4,0.8
Cap,Soccer Shoes,0.3,0.6,1.2
Soccer Shoes,Cap,0.3,0.6,1.2
Hoodie,Cap,0.2,0.4,0.8
Cap,Hoodie,0.2,0.4,0.8
Cap,Socks,0.2,0.4,0.8
Socks,Cap,0.2,0.4,0.8
"Cap, Training Shirt",Running Shoes,0.3,0.7499999999999999,1.4999999999999998
"Cap, Running Shoes",Training Shirt,0.3,0.7499999999999999,1.4999999999999998
"Running Shoes, Training Shirt",Cap,0.3,1.0,2.0
Cap,"Running Shoes, Training Shirt",0.3,0.6,2.0
Training Shirt,"Cap, Running Shoes",0.3,0.6,1.4999999999999998
Running Shoes,"Cap, Training Shirt",0.3,0.6,1.4999999999999998
"Cap, Training Shirt",Shorts,0.3,0.7499999999999999,1.4999999999999998
"Cap, Shorts",Training Shirt,0.3,1.0,2.0
"Shorts, Training Shirt",Cap,0.3,0.7499999999999999,1.4999999999999998
Cap,"Shorts, Training Shirt",0.3,0.6,1.4999999999999998
Training Shirt,"Cap, Shorts",0.3,0.6,2.0
Shorts,"Cap, Training Shirt",0.3,0.6,1.4999999999999998
"Cap, Shorts",Running Shoes,0.2,0.6666666666666667,1.3333333333333335
"Cap, Running Shoes",Shorts,0.2,0.5,1.0
"Running Shoes, Shorts",Cap,0.2,1.0,2.0
Cap,"Running Shoes, Shorts",0.2,0.4,2.0
Shorts,"Cap, Running Shoes",0.2,0.4,1.0
Running Shoes,"Cap, Shorts",0.2,0.4,1.3333333333333335
"Shorts, Soccer Shoes",Cap,0.1,1.0,2.0
"Cap, Shorts, Training Shirt",Running Shoes,0.2,0.6666666666666667,1.3333333333333335
"Cap, Running Shoes, Training Shirt",Shorts,0.2,0.6666666666666667,1.3333333333333335
"Cap, Running Shoes, Shorts",Training Shirt,0.2,1.0,2.0
"Running Shoes, Shorts, Training Shirt",Cap,0.2,1.0,2.0
"Cap, Training Shirt","Running Shoes, Shorts",0.2,0.5,2.5
"Cap, Shorts","Running Shoes, Training Shirt",0.2,0.6666666666666667,2.2222222222222228
"Cap, Running Shoes","Shorts, Training Shirt",0.2,0.5,1.25
"Shorts, Training Shirt","Cap, Running Shoes",0.2,0.5,1.25
"Running Shoes, Training Shirt","Cap, Shorts",0.2,0.6666666666666667,2.2222222222222228
"Running Shoes, Shorts","Cap, Training Shirt",0.2,1.0,2.5
Cap,"Running Shoes, Shorts, Training Shirt",0.2,0.4,2.0
Training Shirt,"Cap, Running Shoes, Shorts",0.2,0.4,2.0
Shorts,"Cap, Running Shoes, Training Shirt",0.2,0.4,1.3333333333333335
Running Shoes,"Cap, Shorts, Training Shirt",0.2,0.4,1.3333333333333335
"Cap, Soccer Shoes, Training Shirt",Shorts,0.1,0.5,1.0
"Cap, Shorts, Soccer Shoes",Training Shirt,0.1,1.0,2.0
"Shorts, Soccer Shoes, Training Shirt",Cap,0.1,1.0,2.0
"Soccer Shoes, Training Shirt","Cap, Shorts",0.1,0.5,1.6666666666666667
"Shorts, Soccer Shoes","Cap, Training Shirt",0.1,1.0,2.5
"Cap, Shorts, Soccer Shoes",Running Shoes,0.1,1.0,2.0
"Cap, Running Shoes, Shorts",Soccer Shoes,0.1,0.5,1.0
"Running Shoes, Shorts, Soccer Shoes",Cap,0.1,1.0,2.0
"Shorts, Soccer Shoes","Cap, Running Shoes",0.1,1.0,2.5
"Running Shoes, Shorts","Cap, Soccer Shoes",0.1,0.5,1.6666666666666667
"Cap, Running Shoes, Soccer Shoes, Training Shirt",Shorts,0.1,0.5,1.0
"Cap, Running Shoes, Shorts, Soccer Shoes",Training Shirt,0.1,1.0,2.0
"Running Shoes, Shorts, Soccer Shoes, Training Shirt",Cap,0.1,1.0,2.0
"Cap, Shorts, Soccer Shoes, Training Shirt",Running Shoes,0.1,1.0,2.0
"Cap, Running Shoes, Shorts, Training Shirt",Soccer Shoes,0.1,0.5,1.0
"Running Shoes, Soccer Shoes, Training Shirt","Cap, Shorts",0.1,0.5,1.6666666666666667
